Date,Basmati_Rice_Price,Maza_Rice_Price,LATITUDE,LONGITUDE,ELEVATION,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HDSD,HTDD,TAVG,TMAX,TMIN
2/1/2021,91.5425,75.44166666666666,24.5112,41.2098,540.78,95.54964122635354,227.00988700564972,0,0.043143297,0,16.4,1,49.25696337560744,86.2,63.60497237569061,32.09439736346516,69.94357473,76.8,57.48948678440204
3/1/2021,91.465,75.38333333333333,23.29105555555556,42.302388888888885,762.4944444444444,97.55146771037181,347.75,0,0,0,27.125,12.1875,53.92307692307692,97.5,51.732044198895025,2.875,74.35454545454546,87.0625,61.69230769230769
4/1/2021,91.3875,75.325,23.61194117647059,41.82470588235294,786.0529411764705,99.76777560339204,449.57142857142856,0,0,0,27.785714285714285,19.428571428571427,55.41666666666666,101.64285714285714,38.58701657458563,6,79.69999999999999,93.22142857142856,65.28333333333333
5/1/2021,91.31,75.26666666666667,23.95157894736842,42.04152631578948,684.7105263157895,101.9125896934116,611.25,0,0,0,29.73333333333333,27.866666666666667,66.41176470588235,108.86666666666666,25.866022099447513,0,87.74615384615385,100.76666666666668,74.35294118
6/1/2021,91.2325,75.20833333333333,23.951823529411765,42.53705882352941,763.0823529411764,104.12889758643183,741,0,0,0,28.53333333333333,27.8,73.75,110.46666666666668,12.720994475138113,0,92.00714285714284,104.89333333333336,79.33125
7/1/2021,91.155,75.15,23.95157894736842,42.04152631578948,684.7105263157895,106.2737116764514,795.8571428571429,0,0,0,28.8125,27.5625,73.71428571428571,110,0,0,93.83636363636364,104.3375,82.15714285714286
8/1/2021,91.0775,75.09166666666667,23.867,41.4380625,644.69375,108.49001956947163,759.7272727272727,0,0,0,29.53333333333333,29.53333333333333,74.25,110.33333333333331,0,0,92.20909091,105,80.21666666666667
9/1/2021,91,75.03333333333333,24.205764705882352,41.55882352941177,633.1999999999999,110.70632746249186,553,0,0,0,28.466666666666665,26.8,69,108.6,0,0,86.96363636363637,99.9,75.8
10/1/2021,90.9225,74.975,24.249,42.13441176470588,606.3294117647059,112.85114155251142,459.8333333333333,0,0,0,29.8125,22.375,62.266666666666666,101.9375,0,0,82.20714285714287,94.96875,69.33999999999999
11/1/2021,90.845,74.91666666666666,23.867,41.4380625,644.69375,115.06744944553165,224.7,0,0,0,27.266666666666666,7.266666666666667,56.35714285714285,92.53333333333332,34.25,14.1,74.17692307692307,85.06,62.74285714285714
12/1/2021,90.7675,74.85833333333333,23.9129375,42.049625,616.14375,117.21226353555122,137.8,0,0,0,22.33333333333333,2.7333333333333334,47.142857142857146,86.06666666666666,50,27.6,67.83333333333333,77.06,54.385714285714286
1/1/2022,90.69,74.8,24.0471875,41.562,667.56875,119.42857142857144,119.42857142857144,0,0,0,17.9375,0.75,45.25,84,121,58.57142857142857,65.95,72.725,53.8625
2/1/2022,90.83833333333334,74.87,23.8905625,42.0865,660.35625,291.3333333333333,143.85714285714286,0,0,0,20.923076923076923,2.8461538461538463,45.1,89.53846153846153,158.5,66.28571428571429,67.5,78.80000000000001,53.3
3/1/2022,90.98666666666666,74.94,24.362375,41.7073125,671.7125,616,278.42857142857144,0,0.3,0,24.9375,8.75,49.2,95.8125,162.5,46.71428571428572,73.38,82.9375,60.06
4/1/2022,91.135,75.00999999999999,23.579235294117645,42.08535294117648,702.8588235294118,1208.3333333333333,451.4,0,0,0,28,20.176470588235293,61,100.76470588235294,162.5,0,81.4125,93.97647058823529,68.4625
5/1/2022,91.28333333333332,75.08,22.891764705882355,42.07964705882353,839.5647059,1835.3333333333333,637.875,0,0,0,28.75,25.8125,64.81818181818181,107.5,162.5,0,87.88,99.575,73.04545454545455
6/1/2022,91.43166666666669,75.15,23.35658823529412,41.70741176470588,719.2235294117646,2547,774.875,0,0,0,28.375,27.8125,71.92307692307692,110.625,162.5,0,91.36666666666667,104.85,78.16923076923078
7/1/2022,91.58,75.22,23.90110526315789,41.8,719.9,3408.5,763.875,0,0,0,28.05555555555556,26.666666666666668,75.27272727272727,108.94444444444444,0,0,92.56,102.85555555555555,81.28181818181818
8/1/2022,91.72833333333332,75.28999999999999,23.4961875,42.2713125,751.25,3217.3897996357014,863.5,0,0,0,27.8,25.8,73.875,109.06666666666666,0,0,93.68571428571428,103.10666666666664,82.3375
9/1/2022,91.87666666666668,75.36,23.73915789473684,42.265578947368425,711.9105263157894,3026.2795992714027,679.7777777777778,0,0,0,28.235294117647054,25.705882352941178,69.07692307692308,107.3529411764706,0,0,90.14545454545454,100.76470588235294,77.78461538461539
10/1/2022,92.025,75.43,23.822823529411764,41.96082352941177,744.6529411764706,2841.3342440801457,490.4285714285714,0,0,0,29.08333333333333,21.916666666666668,62.75,101.5,0,0,82.11818181818181,94.525,67.8375
11/1/2022,92.17333333333332,75.5,23.38746666666667,42.00953333333334,771.5866666666666,2650.224043715847,217.5,0,0,0,26,4.777777777777778,55.7,89.77777777777777,0,0.25,73.27499999999999,82.69999999999999,61.65
12/1/2022,92.32166666666666,75.57,22.536692307692302,42.69869230769231,821.1461538461538,2465.278689,147,0,0,0,19.625,1,45.72727272727273,83.75,85,33.666666666666664,65.76666666666667,74.925,55.95454545454545
