Date,Basmati_Rice_Price,Maza_Rice_Price,LATITUDE,LONGITUDE,ELEVATION,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HDSD,HTDD,TAVG,TMAX,TMIN,average_sentiment,sum_of_retweets,sum_of_likes,sum_of_engagements,sum_of_log_scaled_engagement,average_weighted_sentiment,sum_of_positive_sentiment,sum_of_neutral_sentiment,sum_of_negative_sentiment
2016-04-01,84.1575,65.0625,22.923166666666667,42.41455555555555,826.0722222222223,2178.0,377.25,0,0.0,0,27.11764705882353,13.352941176470589,56.125,98.35294118,29.184343434343447,9.25,80.25714285714285,89.08235294117648,67.6375,1.0,418.0,83.0,501.0,6.218600119691729,7.218600119691729,1.0,0.0,0.0
2016-05-01,83.83333333333333,64.34666666666666,23.160526315789475,42.37605263157894,835.3315789473685,3004.0,542.2222222222222,0,0.0,0,29.47058823529412,22.294117647058822,63.38461538461539,106.41176470588236,19.56313131313132,0.0,82.96363636363637,98.13529411764704,70.54615384615384,1.0,876.0,181.0,1057.0,12.518683887956275,7.2593419439781375,2.0,0.0,0.0
2016-06-01,83.50916666666666,63.63083333333333,22.5989375,42.1916875,921.8125,3844.0,680.1428571428571,0,0.0,0,27.466666666666665,25.6,69.66666666666667,109.33333333333331,9.621212121212125,0.0,89.54545454545455,103.34,75.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,83.185,62.91499999999999,23.348684210526315,42.076578947368425,798.5842105263158,3325.308411214953,719.25,0,0.0,0,29.11111111111111,27.55555555555556,74.58333333333333,109.38888888888889,0.0,0.0,93.39090909090908,104.02222222222224,79.91666666666667,0.0,1211.0,253.0,1464.0,13.194172280150761,0.010914485220705927,1.0,0.0,1.0
2016-08-01,82.86083333333333,62.19916666666666,22.884888888888888,42.07827777777778,809.4055555555556,2789.3271028037384,788.5833333333334,0,0.0,0,29.166666666666668,26.944444444444443,72.26666666666667,109.11111111111111,0.0,0.0,92.10666666666664,104.30555555555556,78.98666666666666,-1.0,477.0,93.0,570.0,6.347389209656011,-7.347389209656011,0.0,0.0,1.0
2016-09-01,82.53666666666666,61.48333333333333,23.299631578947366,42.343105263157895,810.4,2253.345794392523,664.9166666666666,0,0.0,0,28.73333333333333,24.866666666666667,67.94117647058823,107.0,0.0,0.0,88.5,100.60666666666664,74.92352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,82.21249999999999,60.7675,23.75678947368421,42.41221052631579,750.2473684210527,1734.6542056074768,465.6666666666667,0,0.0,0,29.133333333333333,20.53333333333333,60.23529411764706,98.73333333333332,0.0,0.0,79.83076923076922,93.51333333333334,65.16470588235293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,81.88833333333332,60.05166666666666,23.833409090909093,41.96904545454545,805.5045454545456,1198.6728971962616,241.45454545454547,0,0.0,0,26.105263157894736,6.789473684210527,48.86666666666667,92.63157894736842,13.0,8.636363636363637,72.27499999999999,83.23157894736842,57.78666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,81.56416666666667,59.33583333333333,23.5072,42.62405,786.5350000000001,679.9813084112152,186.88888888888889,0,0.0,0,21.72222222222222,3.2777777777777777,49.285714285714285,85.83333333333333,73.5,33.55555555555556,69.00833333333334,76.93333333333334,55.54285714285714,-1.0,344.0,75.0,419.0,6.040254711277414,-7.040254711277414,0.0,0.0,1.0
2017-01-01,81.24,58.62,23.533125,42.2229375,674.50625,144.0,144.0,0,1.4615384615384617,0,16.75,3.0,44.84615384615385,82.375,275.0,191.5,59.58,72.6875,51.01538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,81.49249999999999,59.2325,24.0645625,42.051125,604.85,369.5,101.5,0,1.8333333333333333,0,14.5,1.5,42.75,83.6,227.90055248618785,197.25,60.8,71.58,52.46666666666667,1.0,136.0,111.0,247.0,5.513428746164982,6.513428746164982,1.0,0.0,0.0
2017-03-01,81.74499999999999,59.845,23.93725,42.240125,572.06875,642.0,214.66666666666663,0,0.0,0,25.666666666666668,4.555555555555555,54.72727272727273,90.55555555555556,185.35911602209944,45.0,71.225,82.0,62.47272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,81.9975,60.4575,23.620470588235293,42.20658823529411,690.0411764705883,595.0947712,494.0,0,0.0,0,25.5,16.75,59.333333333333336,103.875,138.2596685082873,0.0,77.56666666666666,92.9,67.20833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,82.25,61.07,23.505692307692307,42.44169230769231,580.4461538461538,549.7026143790849,816.0,0,0.0,0,27.857142857142858,22.428571428571427,66.8,110.57142857142856,92.67955801104972,0.0,88.44999999999999,100.51428571428572,75.01,1.0,182.0,139.0,321.0,10.163926888594036,6.081963444297018,2.0,0.0,0.0
2017-06-01,82.5025,61.6825,24.201666666666664,42.1242,660.12,502.7973856209151,726.0,0,0.0,0,28.142857142857142,26.857142857142858,70.38461538461539,113.14285714285714,45.58011049723757,0.0,90.52,104.8,77.46153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,82.755,62.295,23.739733333333334,42.35866666666666,635.2199999999999,457.4052287581699,913.5,0,0.0,0,29.25,29.25,76.92857142857143,116.375,0.0,0.0,97.87142857142858,110.125,82.57857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,83.0075,62.9075,24.738,42.345928571428566,632.2928571428572,410.5,860.8,0,0.0,0,28.625,28.625,74.83333333333333,115.375,0.0,0.0,96.25,109.0125,81.70833333333333,0.3333333333333333,444.0,310.0,754.0,16.545369738304924,2.041505234518395,2.0,0.0,1.0
2017-09-01,83.25999999999999,63.52,23.934809523809527,42.40928571428572,738.2,363.5947712418301,787.8333333333334,0,0.0,0,28.55555555555556,28.33333333333333,69.47368421052632,112.22222222222224,0.0,0.0,92.61428571428571,105.58888888888887,75.83684210526316,0.0,56.0,113.0,169.0,5.135798437050262,0.0,0.0,1.0,0.0
2017-10-01,83.51249999999999,64.1325,23.88365,42.1948,743.885,318.20261437908493,447.2,0,0.0,0,28.77777777777778,20.77777777777778,60.888888888888886,102.66666666666669,2.0,1.0,82.08571428571429,96.51111111111112,66.62222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,83.765,64.745,23.533125,42.2229375,674.50625,271.2973856,348.3333333333333,0,0.0,0,26.375,9.5,53.083333333333336,93.75,0.0,35.333333333333336,75.05000000000001,84.4875,60.28333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,84.0175,65.3575,23.15476470588236,42.03558823529412,735.4941176470588,225.90522875816995,202.3333333333333,0,0.076923077,0,21.0,5.444444444444445,42.30769230769231,88.11111111111111,0.0,56.0,66.66,78.19999999999999,50.34615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,84.27,65.97,23.908,41.9998125,608.9375,179.0,179.0,0,0.090909091,0,16.22222222222222,2.2222222222222223,41.81818181818182,81.77777777777777,0.0,106.0,66.075,72.6,50.13636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,84.20083333333334,66.225,23.765666666666664,42.24055555555556,668.8666666666667,71.0,40.333333333333336,0,0.0,0,21.88888888888889,3.888888888888889,42.86666666666667,91.77777777777776,0.0,107.33333333333331,66.60000000000001,79.96666666666667,54.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,84.13166666666666,66.48,24.28633333333333,42.22377777777778,652.7166666666667,371.0,419.5,0,0.0,0,28.125,15.125,55.75,101.375,0.0,0.25,76.95,89.2875,62.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,84.0625,66.735,23.73605882352941,42.33435294117647,689.1235294117647,346.25210084033614,548.0,0,0.0,0,27.25,15.0,60.42857142857143,100.25,0.0,0.0,78.82000000000001,90.5,67.19285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,83.99333333333333,66.99,23.83333333333333,42.19526666666666,524.88,322.30252100840335,286.0,0,0.0,0,28.33333333333333,25.916666666666668,68.5,109.08333333333331,0.0,0.0,87.77142857142857,100.425,75.28999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,83.92416666666666,67.245,23.15476470588236,42.03558823529412,735.4941176470588,297.5546218487395,699.375,0,0.0,0,28.9375,27.9375,73.0,109.5,0.0,0.0,91.86666666666666,103.31875,79.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,83.85499999999999,67.5,23.449350000000003,42.12915,801.03,273.6050420168067,816.1,0,0.0,0,29.705882352941178,28.764705882352946,74.57142857142857,109.0,0.0,0.0,92.16363636363636,103.5470588235294,79.56428571428572,1.0,122.0,247.0,369.0,5.91350300563827,6.91350300563827,1.0,0.0,0.0
2018-08-01,83.78583333333333,67.755,23.33517647058824,42.02776470588236,754.6705882352941,248.8571428571429,715.6666666666666,0,0.0,0,29.625,28.8125,73.46153846153847,108.375,0.0,0.0,90.78333333333336,103.66875,78.27692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,83.71666666666667,68.01,22.7594375,42.4695,852.2687500000001,224.1092437,639.1428571428571,0,0.0,0,27.25,25.4375,71.0,106.75,0.0,0.0,89.70833333333333,101.2,76.35000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,83.6475,68.265,23.34633333333333,42.0476,789.3666666666667,200.1596638655462,443.6666666666667,0,0.0,0,29.0,17.071428571428573,58.5,98.64285714285714,0.0,2.888888888888889,81.06666666666666,91.29285714285712,68.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,83.57833333333333,68.52,22.7594375,42.4695,852.2687500000001,175.41176470588235,311.8,0,0.0,0,24.125,5.4375,55.55555555555556,87.25,1.5,1.2,72.65555555555555,80.40625,61.36666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,83.50916666666666,68.775,22.967352941176472,42.21035294117648,838.7823529411766,151.46218487394958,105.14285714285714,0,0.0,0,23.25,0.8125,47.0,82.5625,25.666666666666668,39.285714285714285,65.03636363636363,76.03125,53.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,83.44,69.03,23.1538125,42.1846875,817.15625,126.71428571428572,126.71428571428572,0,1.0,0,22.1875,0.625,46.875,84.4375,47.0,90.42857142857144,65.8,76.14375,53.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,83.55833333333334,69.1075,23.2805,42.44528571428572,740.0857142857142,370.2,189.66666666666663,0,0.0,0,20.357142857142858,2.5,48.57142857142857,87.92857142857143,74.0,14.0,69.07142857142857,76.83571428571429,56.94285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,83.67666666666666,69.185,22.967352941176472,42.21035294117648,838.7823529411766,698.0,283.3333333333333,0,0.0,0,25.823529411764707,5.941176470588236,48.9,92.29411764705884,83.0,18.5,70.81,81.09411764705882,58.260000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,83.795,69.2625,23.01173333333333,41.698,859.6866666666667,1271.6666666666667,349.0,0,0.0,0,27.066666666666663,11.666666666666666,55.25,97.33333333333331,129.0,17.857142857142858,75.55833333333334,87.74,63.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,83.91333333333333,69.34,23.5481875,41.999875,726.2624999999999,1834.5,631.3333333333334,0,0.0,0,28.25,23.125,64.55555555555556,106.0,129.0,0.0,86.92222222222222,98.2,74.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,84.03166666666667,69.4175,24.14805882352941,42.33664705882353,675.0235294117647,2544.0,793.7142857142857,0,0.0,0,28.2,28.133333333333333,72.84615384615384,111.6,129.0,0.0,91.89090909090908,105.33333333333331,79.26153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,84.15,69.495,24.013,42.32684210526316,765.4368421052632,3316.0,807.2222222222222,0,0.0,0,29.764705882352946,29.47058823529412,73.35714285714286,109.94117647058825,0.0,0.0,90.75833333333333,104.71176470588236,78.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,84.26833333333333,69.57249999999999,24.14205882352941,42.353529411764704,653.0470588235294,2594.0,736.5714285714286,0,0.0,0,28.8125,28.0625,73.08333333333333,110.75,0.0,0.0,91.48181818181818,104.75,78.88333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,84.38666666666667,69.64999999999999,24.18177777777778,42.22983333333333,726.5722222222222,2071.9640522875816,661.8333333333334,0,0.0,0,27.4,26.9,69.875,111.8,0.0,0.0,89.6875,104.72,75.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,84.505,69.72749999999999,24.457166666666662,42.160583333333335,613.5833333333334,1566.7679738562092,553.0,0,0.0,0,28.142857142857142,21.714285714285715,62.5,103.85714285714286,0.0,0.0,82.2,94.75714285714284,70.025,0.0,412.0,366.0,778.0,11.924206958399832,-0.0899856897245006,1.0,0.0,1.0
2019-11-01,84.62333333333333,69.80499999999999,25.09847058823529,42.25588235294118,603.0882352941177,1044.7320261437908,181.2,0,0.1666666666666666,0,23.25,4.916666666666667,48.66666666666666,92.16666666666669,40.0,49.0,69.68571428571428,81.13333333333334,60.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,84.74166666666666,69.8825,24.9525625,42.2916875,578.15625,539.5359477124184,99.0,0,0.0,0,19.363636363636363,0.3636363636363636,46.3,82.72727272727273,168.0,64.5,64.0,74.11818181818181,54.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,84.86,69.96,24.9525625,42.2916875,578.15625,17.5,17.5,0,0.4545454545454545,0,12.833333333333334,0.0,40.18181818181818,80.0,477.0,200.0,58.35714285714285,68.29166666666667,49.00909090909091,0.0,234.0,616.0,850.0,12.0510257308711,0.24168768310581257,1.0,0.0,1.0
2020-02-01,85.42333333333333,70.42166666666667,24.80176923076923,41.79730769230769,577.8692307692307,115.5,57.0,0,0.375,0,18.444444444444443,0.6666666666666666,46.375,85.66666666666667,626.0,155.33333333333334,62.625,73.42222222222222,55.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,85.98666666666666,70.88333333333333,24.465083333333336,42.29291666666666,663.8249999999999,113.58109452736318,73.5,0,0.0,0,25.857142857142858,4.142857142857143,51.125,92.71428571428572,505.7748344370861,72.5,67.26666666666667,80.65714285714286,59.7875,0.75,6328.0,7030.0,13358.0,25.959511872754128,5.917811210514897,3.0,1.0,0.0
2020-04-01,86.55,71.345,23.6798125,42.1018125,772.03125,111.52985074626864,393.27272727272725,0,0.0,0,28.125,15.5,58.23076923076923,99.25,377.2582781456954,2.636363636363636,79.22307692307693,90.2625,66.90769231,0.75,866.0,1272.0,2138.0,24.23344146132328,5.318754192073375,3.0,1.0,0.0
2020-05-01,87.11333333333333,71.80666666666666,23.81733333333333,42.37855555555555,731.5388888888888,109.54477611940298,640.5555555555555,0,0.0,0,29.166666666666668,24.5,66.8,106.44444444444444,252.88741721854305,0.5555555555555556,87.28999999999999,98.60555555555555,74.76,1.0,12.0,215.0,227.0,5.429345628954441,6.429345628954441,1.0,0.0,0.0
2020-06-01,87.67666666666666,72.26833333333333,23.359823529411766,42.134470588235295,849.5764705882353,107.49353233830846,709.5555555555555,0,0.0,0,27.8125,26.4375,69.30769231,109.0,124.37086092715232,0.0,90.43333333333334,102.75,75.92307692307692,0.0,74.0,199.0,273.0,5.61312810638807,0.0,0.0,1.0,0.0
2020-07-01,88.24000000000001,72.72999999999999,24.44064705882353,42.57652941176471,642.0647059,105.50845771144276,805.25,0,0.0,0,29.176470588235293,28.94117647058824,73.69230769,113.3529411764706,0.0,0.0,94.58461538461538,107.0529411764706,81.63846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,88.80333333333334,73.19166666666666,24.236833333333337,42.310500000000005,742.1388888888889,103.45721393034825,754.0833333333334,0,0.0,0,29.0,27.133333333333333,73.0625,108.8,0.0,0.0,91.56153846153846,102.64666666666668,79.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,89.36666666666667,73.65333333333334,23.9144375,42.714375,771.025,101.40597014925372,669.5384615384615,0,0.0,0,28.928571428571427,28.714285714285715,69.26666666666667,108.07142857142856,0.0,0.0,89.56923076923077,103.58571428571427,75.41333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,89.93,74.115,24.09933333333333,42.58916666666667,721.1666666666666,99.42089552238804,390.9090909090909,0,0.0,0,29.466666666666665,18.2,57.88235294117647,100.26666666666668,0.0,0.0,78.5,92.69333333333334,64.70588235294117,-1.0,1928.0,2824.0,4752.0,21.87125252797247,-8.290417509324156,0.0,0.0,3.0
2020-11-01,90.49333333333334,74.57666666666667,23.274,42.8884375,897.275,97.36965174129352,254.8,0,0.0,0,24.866666666666667,5.666666666666667,51.15384615384615,90.0,0.25,1.2,70.25833333333334,82.61999999999999,58.02307692307692,0.5,357.0,829.0,1186.0,12.772507984521258,3.67544285835737,1.0,1.0,0.0
2020-12-01,91.05666666666669,75.03833333333333,23.70025,42.2759375,744.1999999999999,95.38457711442784,116.85714285714286,0,0.0,0,21.384615384615383,1.5384615384615383,46.25,86.07692307692308,25.5,51.42857142857143,65.32222222222222,76.34615384615384,53.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,91.62,75.5,23.821466666666662,41.55393333333333,645.2733333333333,93.33333333333331,93.33333333333331,0,0.090909091,0,20.285714285714285,0.7142857142857143,44.09090909090909,85.07142857142857,76.75,64.44444444444444,65.06,75.87142857142858,52.83636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,91.5425,75.44166666666666,24.5112,41.2098,540.78,95.54964122635354,227.0098870056497,0,0.043143297,0,16.4,1.0,49.25696337560744,86.2,63.60497237569061,32.09439736346516,69.94357473,76.8,57.48948678440204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,91.465,75.38333333333333,23.29105555555556,42.302388888888885,762.4944444444444,97.5514677103718,347.75,0,0.0,0,27.125,12.1875,53.92307692307692,97.5,51.73204419889503,2.875,74.35454545454546,87.0625,61.69230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,91.3875,75.325,23.61194117647059,41.82470588235294,786.0529411764705,99.76777560339204,449.57142857142856,0,0.0,0,27.785714285714285,19.428571428571427,55.41666666666666,101.64285714285714,38.58701657458563,6.0,79.69999999999999,93.22142857142856,65.28333333333333,1.0,139.0,245.0,384.0,5.953243334287785,6.953243334287785,1.0,0.0,0.0
2021-05-01,91.31,75.26666666666667,23.95157894736842,42.04152631578948,684.7105263157895,101.9125896934116,611.25,0,0.0,0,29.73333333333333,27.866666666666667,66.41176470588235,108.86666666666666,25.866022099447516,0.0,87.74615384615385,100.76666666666668,74.35294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,91.2325,75.20833333333333,23.951823529411765,42.53705882352941,763.0823529411764,104.12889758643183,741.0,0,0.0,0,28.53333333333333,27.8,73.75,110.46666666666668,12.720994475138111,0.0,92.00714285714284,104.89333333333336,79.33125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,91.155,75.15,23.95157894736842,42.04152631578948,684.7105263157895,106.2737116764514,795.8571428571429,0,0.0,0,28.8125,27.5625,73.71428571428571,110.0,0.0,0.0,93.83636363636364,104.3375,82.15714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,91.0775,75.09166666666667,23.867,41.4380625,644.69375,108.49001956947164,759.7272727272727,0,0.0,0,29.53333333333333,29.53333333333333,74.25,110.33333333333331,0.0,0.0,92.20909091,105.0,80.21666666666667,-1.0,11000.0,15000.0,26000.0,10.16589027780245,-11.16589027780245,0.0,0.0,1.0
2021-09-01,91.0,75.03333333333333,24.205764705882352,41.55882352941177,633.1999999999999,110.70632746249186,553.0,0,0.0,0,28.466666666666665,26.8,69.0,108.6,0.0,0.0,86.96363636363637,99.9,75.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,90.9225,74.975,24.249,42.13441176470588,606.3294117647059,112.85114155251142,459.8333333333333,0,0.0,0,29.8125,22.375,62.266666666666666,101.9375,0.0,0.0,82.20714285714287,94.96875,69.33999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,90.845,74.91666666666666,23.867,41.4380625,644.69375,115.06744944553164,224.7,0,0.0,0,27.266666666666666,7.266666666666667,56.35714285714285,92.53333333333332,34.25,14.1,74.17692307692307,85.06,62.74285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,90.7675,74.85833333333333,23.9129375,42.049625,616.14375,117.21226353555122,137.8,0,0.0,0,22.33333333333333,2.7333333333333334,47.142857142857146,86.06666666666666,50.0,27.6,67.83333333333333,77.06,54.385714285714286,1.0,148.0,1400.0,1548.0,7.345364840416869,8.345364840416869,1.0,0.0,0.0
2022-01-01,90.69,74.8,24.0471875,41.562,667.56875,119.42857142857144,119.42857142857144,0,0.0,0,17.9375,0.75,45.25,84.0,121.0,58.57142857142857,65.95,72.725,53.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,90.83833333333334,74.87,23.8905625,42.0865,660.35625,291.3333333333333,143.85714285714286,0,0.0,0,20.923076923076923,2.8461538461538463,45.1,89.53846153846153,158.5,66.28571428571429,67.5,78.80000000000001,53.3,0.0,17.0,299.0,316.0,5.75890177387728,0.0,0.0,1.0,0.0
2022-03-01,90.98666666666666,74.94,24.362375,41.7073125,671.7125,616.0,278.42857142857144,0,0.3,0,24.9375,8.75,49.2,95.8125,162.5,46.71428571428572,73.38,82.9375,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
